Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,type,region
01-03-2020,1.140513796,36056656.96,11546641.2,6436087.94,376860.51,7037494.12,conventional,TotalUS
01-03-2020,1.70064493,1605457.18,162354.95,211383.7,4626.54,729186.5,organic,TotalUS
01-03-2020,1.091929467,6524822.64,1573258.83,727309.96,27508.28,929811.31,conventional,West
01-03-2020,1.779680471,275748.93,10495.57,21033.39,1621.83,71535.36,organic,West
01-03-2020,0.972996661,791434.05,360405.21,72368.4,28596.45,203983.57,conventional,WestTexNewMexico
01-03-2020,1.436105017,25166.08,523.18,746.91,2873.08,17048.06,organic,WestTexNewMexico
01-03-2020,0.8710755,113653.25,35874.55,3434.67,5.42,24723.95,conventional,Wichita
01-03-2020,1.760381162,2279.72,4.2,516.25,0,686.44,organic,Wichita
08-03-2020,1.265653188,138106.43,7035.64,99396.14,107.65,22099.25,conventional,Albany
08-03-2020,1.843681929,2603.04,42.56,381.99,0,1925.92,organic,Albany
08-03-2020,1.128772634,698641.15,300107.24,25059.97,73.68,119037.35,conventional,Atlanta
08-03-2020,1.682398117,27278.87,151.79,3325.91,0,8732.79,organic,Atlanta
08-03-2020,1.504725906,878389.73,116066.79,385910.64,2013.56,282503.09,conventional,BaltimoreWashington
08-03-2020,1.697978935,48729.44,262.3,3834.62,17.28,41528.59,organic,BaltimoreWashington
08-03-2020,1.064540209,299132.5,178912.97,6470.19,69.6,52936.15,conventional,BirminghamMontgomery
08-03-2020,1.424451665,9977.48,127.79,167.64,0,8876.85,organic,BirminghamMontgomery
08-03-2020,1.194500894,122056.47,37735.47,4621.61,1028.98,18517.25,conventional,Boise
08-03-2020,1.886168228,3767.98,0,377.72,1.21,1032.02,organic,Boise
08-03-2020,1.478248667,614941.52,18263.9,382567.36,538.78,132643.5,conventional,Boston
08-03-2020,1.935561753,27380.75,47.31,1175.22,0,24665.83,organic,Boston
08-03-2020,1.261798792,196443.52,13115.01,57122.37,1895.07,118647.28,conventional,BuffaloRochester
08-03-2020,1.88994541,10188.56,362.82,187.99,0,9635.65,organic,BuffaloRochester
08-03-2020,1.325120012,5299653.76,1858375.73,581731.33,70159.34,913667.7,conventional,California
08-03-2020,2.119409832,240775.49,18335.58,21617.19,41.02,76600.91,organic,California
08-03-2020,1.239617341,297271.9,132212.11,45851.29,1988.03,82552.66,conventional,Charlotte
08-03-2020,1.620639583,16804.1,65.85,3936.11,23.75,10428.5,organic,Charlotte
08-03-2020,1.456203239,714683.48,96228.77,143220.91,27720.51,157129.25,conventional,Chicago
08-03-2020,1.946975409,32924.82,446.73,3195.07,0,7846.52,organic,Chicago
08-03-2020,1.034728039,326793.26,69032.05,9464.74,7299,43950.89,conventional,CincinnatiDayton
08-03-2020,1.74301992,14696.46,78.11,2056.56,0,2582.65,organic,CincinnatiDayton
08-03-2020,0.952295344,270004.54,62768.93,9962.01,1510.25,48912.75,conventional,Columbus
08-03-2020,1.683196527,8537.28,440.1,988.37,0,2190.33,organic,Columbus
08-03-2020,0.926413413,1466956.32,679267.47,129281.48,4570.61,259089.65,conventional,DallasFtWorth
08-03-2020,1.434792281,30219.36,4126.37,97.02,337.36,17197.64,organic,DallasFtWorth
08-03-2020,1.061648367,1118190.74,208481.75,119301.22,2026.81,164155.23,conventional,Denver
08-03-2020,1.545857117,35303.23,3130.59,1127.43,0,4612.52,organic,Denver
08-03-2020,1.135492745,455787.26,70671.99,30695.23,29854.97,153559.94,conventional,Detroit
08-03-2020,1.780472878,34453.33,323.97,4312.97,0,7217.71,organic,Detroit
08-03-2020,1.373012186,171702.07,6483.16,39035.11,31093.68,82878.44,conventional,GrandRapids
08-03-2020,1.052751278,14455.71,19.54,1455.72,0,12960.52,organic,GrandRapids
08-03-2020,1.167478152,3843503.36,731496.57,518730.05,156195.15,976923.57,conventional,GreatLakes
08-03-2020,1.689129115,168695.74,4983.64,18051.73,5.45,66280.74,organic,GreatLakes
08-03-2020,1.200385782,323576.79,100282.08,112678.23,138.58,95341.63,conventional,HarrisburgScranton
08-03-2020,1.611232524,14665.25,789.68,347.75,0,13475.8,organic,HarrisburgScranton
08-03-2020,1.56322212,319105.53,10532.86,239213.55,251.91,58970.47,conventional,HartfordSpringfield
08-03-2020,1.975771415,17394.69,567.46,5911.98,0,10791.27,organic,HartfordSpringfield
08-03-2020,0.816268902,1099177.16,563834.22,134938.8,324.26,137052.77,conventional,Houston
08-03-2020,1.660953109,12138.51,4013.01,24.7,0,1605.84,organic,Houston
08-03-2020,1.125130368,254959.92,66060.39,24368.32,2953.77,55073.77,conventional,Indianapolis
08-03-2020,1.768754129,6165.05,272.52,617.33,0,2708.16,organic,Indianapolis
08-03-2020,1.247610845,197875.39,72150.86,4938.9,82.35,45745.65,conventional,Jacksonville
08-03-2020,1.344796746,10071.37,39.73,241.24,0,9733.48,organic,Jacksonville
08-03-2020,1.153966098,302177.37,64639.57,20653.95,30,76657.85,conventional,LasVegas
08-03-2020,1.620979614,10452.69,558.81,411.03,0,3269.18,organic,LasVegas
08-03-2020,1.328144487,2301481.69,809490.92,50316.65,49696.43,477670.47,conventional,LosAngeles
08-03-2020,2.093391409,95018.64,6011.26,2991.67,9.91,17449.69,organic,LosAngeles
08-03-2020,1.014511904,124939.76,32242.95,7619.65,86.83,29558.51,conventional,Louisville
08-03-2020,1.788580841,4263.54,1.07,745.26,0,639.63,organic,Louisville
08-03-2020,1.26420798,820389.65,337035.54,25556.27,296.69,159509.13,conventional,Miami
08-03-2020,1.421312037,32406.77,302.99,2.27,0,31085.11,organic,Miami
08-03-2020,1.198186422,3627420.4,1161158.12,762656.55,9379.59,939728.9,conventional,Midsouth
08-03-2020,1.613192116,183940.47,1598.23,23900.91,138.36,95639.74,organic,Midsouth
08-03-2020,1.022038411,274965.89,101107.25,5593.56,13.99,49251.04,conventional,Nashville
08-03-2020,1.757703447,11171.51,71.28,1005.7,0,3300.39,organic,Nashville
08-03-2020,1.634439464,1613948.26,76391.47,918061.5,3644.41,564466,conventional,NewYork
08-03-2020,1.859955069,110743.73,21690.65,19709.43,3.07,59633.2,organic,NewYork
08-03-2020,1.001694591,302699.7,164998.12,8733.5,4.72,84397.77,conventional,NewOrleans
08-03-2020,1.22840612,8771.01,390.86,2.1,0,8177.78,organic,NewOrleans
08-03-2020,1.460285481,4884494.51,431392.37,2652879.07,9102.68,1445367.7,conventional,Northeast
08-03-2020,1.849303046,269425.42,32067.24,36032.84,7.06,183118.78,organic,Northeast
08-03-2020,1.289225439,458234.16,22274.58,308680.43,85.93,79878.68,conventional,NorthernNewEngland
08-03-2020,1.829060103,16136.16,32.57,483.18,0,13914.91,organic,NorthernNewEngland
08-03-2020,1.038376865,496651.72,241279.35,11371.07,96.39,133381.8,conventional,Orlando
08-03-2020,1.349924336,22103.46,118.08,0,0,21878.28,organic,Orlando
08-03-2020,1.167481242,116950.08,28351.06,21212.64,799.58,31871.78,conventional,PeoriaSpringfield
08-03-2020,1.806757543,3537.52,21.83,696.66,3.97,2011.55,organic,PeoriaSpringfield
08-03-2020,1.428213155,503968.69,92230.43,215625.87,260.37,166623.53,conventional,Philadelphia
08-03-2020,1.820055077,31569.28,3624.67,3978.46,0,21078.68,organic,Philadelphia
08-03-2020,0.940647689,1146711.65,321297.3,158288.41,3580.32,116359.77,conventional,PhoenixTucson
08-03-2020,1.507145639,21821.39,1430.95,838.47,0,8561.64,organic,PhoenixTucson
08-03-2020,1.072707878,140926.39,48828.61,8481.47,324.75,35345.13,conventional,Pittsburgh
08-03-2020,1.544066236,7458.81,1693.32,15.53,0,4613.77,organic,Pittsburgh
08-03-2020,1.083036666,2085103.46,839374.58,517486.05,2363.29,425411.54,conventional,Plains
08-03-2020,1.797951741,48121.18,4323.04,11453.63,25.83,24641.16,organic,Plains
08-03-2020,1.423501294,564170.23,95335.41,45057.96,2469.73,68609.07,conventional,Portland
08-03-2020,2.179863007,31011.69,189.84,4391.83,0,3943.58,organic,Portland
08-03-2020,1.533684931,82773.29,2956.02,55838.24,15.57,12506.29,conventional,Providence
08-03-2020,1.950873265,4382.96,3.93,7.86,0,4371.18,organic,Providence
08-03-2020,1.202627152,391582.83,182575.97,56711.58,2109.91,113500.29,conventional,RaleighGreensboro
08-03-2020,1.565064749,21185.91,496.24,3335.24,62.48,6165.07,organic,RaleighGreensboro
08-03-2020,1.044027722,311747.21,91088.5,64175.28,537.98,72526.36,conventional,RichmondNorfolk
08-03-2020,1.363825752,17813.84,31.8,1540.65,4.41,7556.03,organic,RichmondNorfolk
08-03-2020,1.000168429,180966.15,60665.51,22567.16,32.37,37487.84,conventional,Roanoke
08-03-2020,1.575232015,8508.12,9.59,1182.02,0,3507.27,organic,Roanoke
08-03-2020,1.419741012,455800.86,159130.71,135600.32,1413.57,70993.99,conventional,Sacramento
08-03-2020,1.993028554,16324.38,3150.56,3219.6,7.53,7300.92,organic,Sacramento
08-03-2020,1.391397017,401853.14,91862.12,18559.53,5617.58,90543.08,conventional,SanDiego
08-03-2020,2.177624634,22832.47,721.56,918.11,4.34,5273.53,organic,SanDiego
08-03-2020,1.32994016,918327.35,296574.3,188248.91,3374.97,99301.43,conventional,SanFrancisco
08-03-2020,2.244147906,58420.41,4523.27,7020.62,2.7,25819.55,organic,SanFrancisco
08-03-2020,1.826344948,520118.17,69561.73,57826.35,479.75,57336.57,conventional,Seattle
08-03-2020,2.098366235,57014.48,399.78,5842.22,4.53,8337.23,organic,Seattle
08-03-2020,1.156735165,437118.91,188014.98,36366.05,758.03,88974.07,conventional,SouthCarolina
08-03-2020,1.53025448,22045.35,313.79,2799.92,15.21,14936.12,organic,SouthCarolina
08-03-2020,0.872246535,6010667.21,3241457.17,543853.37,28438.11,1033697.91,conventional,SouthCentral
08-03-2020,1.513344309,109877.3,19060.2,1797.23,2020.22,66392.14,organic,SouthCentral
08-03-2020,1.140159315,4698914.11,2150311.21,166708.29,2057.79,959565.19,conventional,Southeast
08-03-2020,1.413427373,194757.28,1690.73,9403.95,15.52,157249.34,organic,Southeast
08-03-2020,1.449194929,71300.39,18585.16,7968.62,76.58,10673.96,conventional,Spokane
08-03-2020,1.818014858,4230.05,25.33,452.34,0,1069.95,organic,Spokane
08-03-2020,1.259134223,187089.53,85758.47,10142.37,161.49,53312.27,conventional,StLouis
08-03-2020,2.157772777,10953.62,979.49,3425.82,9.58,2327.06,organic,StLouis
08-03-2020,1.356415562,91189.87,5064.21,40042.41,516.63,40988.62,conventional,Syracuse
08-03-2020,1.889792635,3536.09,80.13,93.1,0,3269.3,organic,Syracuse
08-03-2020,1.1301973,539991.43,239630.5,13354.72,315.73,113594.07,conventional,Tampa
08-03-2020,1.186848947,21234.48,130.77,0,0,20987.68,organic,Tampa
08-03-2020,0.940481585,148797.98,33293.36,12209.91,5396.95,34568.59,conventional,Toledo
08-03-2020,1.521871621,4322.32,73.89,484.22,0,2000.27,organic,Toledo
08-03-2020,1.175555853,36931225.59,12054934.91,6412607.49,304504.22,7659247.08,conventional,TotalUS
08-03-2020,1.752238104,1471128.65,92790.96,141374.63,3383.65,733855.86,organic,TotalUS
08-03-2020,1.167515434,6481468.79,1641369.16,668562.78,26808.27,964884.56,conventional,West
08-03-2020,1.798023291,255535.76,10732.31,19117.14,1130.18,63933.04,organic,West
08-03-2020,1.016550391,783972.94,359031.89,68446.14,24230.43,197190.65,conventional,WestTexNewMexico
08-03-2020,1.408293903,25614.08,638.3,989.85,2228.17,17925.86,organic,WestTexNewMexico
08-03-2020,0.876848164,115776.88,37648.19,2955.49,4.22,24162.85,conventional,Wichita
08-03-2020,1.835484934,2145.63,8.14,405.69,0,784.09,organic,Wichita
15-03-2020,1.275168717,135921.39,12355.25,87227.77,112.61,24600.09,conventional,Albany
15-03-2020,1.817261447,2944.36,55.36,337.61,0,2318.93,organic,Albany
15-03-2020,1.115267902,865055.04,374096.26,28536.4,93.98,158244.52,conventional,Atlanta
15-03-2020,1.751733309,33707.23,198.87,3643.8,0,11670.32,organic,Atlanta
15-03-2020,1.549752022,1052563.92,162840.84,397705.58,1509.63,378955.25,conventional,BaltimoreWashington
15-03-2020,1.700956119,66980.94,392.98,5891.7,14.95,57480.66,organic,BaltimoreWashington
15-03-2020,1.053379149,353455.37,213197.65,8224.27,73.95,70328.22,conventional,BirminghamMontgomery
15-03-2020,1.501226393,10669.64,85.14,183.51,0,9627.33,organic,BirminghamMontgomery
15-03-2020,1.466396539,117477.71,36860.83,4759.26,1420.16,21929.35,conventional,Boise
15-03-2020,2.042316215,4953.61,1.21,588.65,8.47,1280.61,organic,Boise
15-03-2020,1.606732045,674391.87,28408.05,427222.8,502.21,164036.1,conventional,Boston
15-03-2020,2.065283608,32175.79,61.84,2127.85,0,28370.49,organic,Boston
15-03-2020,1.262086824,225344.83,20549.79,63365.16,2280.27,133590.92,conventional,BuffaloRochester
15-03-2020,1.934890115,11531.03,431.27,250.76,0,10844.8,organic,BuffaloRochester
15-03-2020,1.410913913,6405106,1732765.39,776170.45,101695.58,1610792.71,conventional,California
15-03-2020,2.129709635,339798.62,31150.94,29373.21,26.13,97914.92,organic,California
15-03-2020,1.225888962,379080.01,173490.74,54012.97,1664.76,105446.28,conventional,Charlotte
15-03-2020,1.619586753,19793.54,106.27,4238,48.55,13960.45,organic,Charlotte
15-03-2020,1.634191587,787098.48,111317.19,174611.44,26320.2,142252.63,conventional,Chicago
15-03-2020,2.160177314,37629.2,485.43,3378.42,0,9840.58,organic,Chicago
15-03-2020,1.384192694,334801.98,73653.75,13326.55,8405.29,37413.14,conventional,CincinnatiDayton
15-03-2020,2.09141435,16387.41,79.23,2254.8,0,2330.15,organic,CincinnatiDayton
15-03-2020,1.257870527,274015.45,65431.65,13313.77,1825.99,45291.01,conventional,Columbus
15-03-2020,1.921165937,10583.77,669.13,842.5,0,3217.33,organic,Columbus
15-03-2020,0.942343166,1773341.04,810781.24,163152.3,6852.62,361646.99,conventional,DallasFtWorth
15-03-2020,1.50611528,42922.28,3367.12,115.33,490.8,24027.97,organic,DallasFtWorth
15-03-2020,1.215974841,1184152.87,238447.73,112093.69,3476.79,219190.64,conventional,Denver
15-03-2020,1.621094315,43762.74,3691.01,1176.82,24.67,7034.08,organic,Denver
15-03-2020,1.362008393,485170.26,112675.76,33693.32,35981.06,93444.53,conventional,Detroit
15-03-2020,1.789433552,20238.69,358.84,2395.24,0,7195.57,organic,Detroit
15-03-2020,1.646163106,184693.64,45371.06,45772.05,36525.09,36085.89,conventional,GrandRapids
15-03-2020,1.049905376,16448.71,3.67,1383.08,0,15010.09,organic,GrandRapids
15-03-2020,1.357595838,4084779.63,925898.33,608421.68,180957.08,776766.43,conventional,GreatLakes
15-03-2020,1.854819645,174367.8,5447.8,16404.13,6.97,75023.37,organic,GreatLakes
15-03-2020,1.186947,380195.68,117066.77,126825.23,182,119191.33,conventional,HarrisburgScranton
15-03-2020,1.672001454,14601.7,789.03,411.95,0,13390.48,organic,HarrisburgScranton
15-03-2020,1.578888638,362356.87,13026.5,271669.21,289.77,65062.85,conventional,HartfordSpringfield
15-03-2020,2.148684977,18056.44,483.11,7097.4,0,10364.39,organic,HartfordSpringfield
15-03-2020,0.844018722,1389589.22,733252.6,142608.83,1138.27,187731.8,conventional,Houston
15-03-2020,1.710954438,17921.97,5058.29,141.04,2.06,1558.99,organic,Houston
15-03-2020,1.245702124,290193.75,80479.52,31576.02,3801.5,49687.66,conventional,Indianapolis
15-03-2020,1.869128714,7331.51,343.56,738.6,0,3174.88,organic,Indianapolis
15-03-2020,1.071604064,236828.98,90399.53,7483.61,174.43,52311.49,conventional,Jacksonville
15-03-2020,1.439823008,11222.85,94.18,224.53,0,10862,organic,Jacksonville
15-03-2020,1.038207164,427664.7,66147.38,40726.44,52.21,87230.22,conventional,LasVegas
15-03-2020,1.588617973,10621.54,471.2,440.22,0,3227.96,organic,LasVegas
15-03-2020,1.32166952,2950968.6,791009.25,79981.81,75473.72,889284.19,conventional,LosAngeles
15-03-2020,2.119269277,146591.01,9895.7,3170.36,1.41,16978.76,organic,LosAngeles
15-03-2020,1.065597779,148289.35,37466.7,9088.14,86.16,34578.89,conventional,Louisville
15-03-2020,1.844683784,4959.57,6.41,772.82,0,626.8,organic,Louisville
15-03-2020,1.101569902,1032292.12,443423.22,38498.46,327.27,191397.49,conventional,Miami
15-03-2020,1.423304074,39389.25,759.94,5.53,0,37343.03,organic,Miami
15-03-2020,1.189535253,4444939.65,1493921.94,837777.22,8359.01,1205127.86,conventional,Midsouth
15-03-2020,1.621491304,231615.39,2405.47,28137.46,216,129684.04,organic,Midsouth
15-03-2020,1.026968651,333092.13,125988.63,7657.8,11.04,64240.08,conventional,Nashville
15-03-2020,1.808768591,11462.49,66.08,1212.59,0,3486.76,organic,Nashville
15-03-2020,1.623148049,1922645.66,92237.24,1086301.6,1810.39,619624.54,conventional,NewYork
15-03-2020,1.880939729,121080.94,18539.82,16756.3,8,75555.23,organic,NewYork
15-03-2020,1.045121555,373099.46,196500.73,12010.66,6.61,118036.41,conventional,NewOrleans
15-03-2020,1.294482005,10812.24,176.39,3.05,0,9737.05,organic,NewOrleans
15-03-2020,1.478916374,5659760.85,537148.56,3017556.64,8271.69,1674953.93,conventional,Northeast
15-03-2020,1.897042508,298619.64,27901.32,34957.57,11.38,215647.02,organic,Northeast
15-03-2020,1.349550172,527896.06,40377.53,358144.47,146.25,99019.12,conventional,NorthernNewEngland
15-03-2020,1.882175063,18747.91,45.71,690.53,0,15540.54,organic,NorthernNewEngland
15-03-2020,1.049275523,583141.73,248578.79,14576.29,132.94,151165.06,conventional,Orlando
15-03-2020,1.398408493,27388.97,141.09,2.05,0,27049.16,organic,Orlando
15-03-2020,1.256634498,132191.11,32896.1,25084.92,930.54,32526.85,conventional,PeoriaSpringfield
15-03-2020,1.933405281,4006.37,33.7,678.17,0,2417.08,organic,PeoriaSpringfield
15-03-2020,1.32549802,668516.41,117763.83,249501.27,335.89,211686.67,conventional,Philadelphia
15-03-2020,1.817071288,34964.82,2970.17,4037.04,2.35,24875.92,organic,Philadelphia
15-03-2020,0.920690819,1485897.37,380065.26,182139.21,5448.31,163781.6,conventional,PhoenixTucson
15-03-2020,1.543965055,22796.29,2038.53,957.11,0,7914.23,organic,PhoenixTucson
15-03-2020,1.359421683,134422.56,40175.31,10663.37,291.14,47926.96,conventional,Pittsburgh
15-03-2020,1.662022324,11791.99,1956.66,17.01,0,8288.56,organic,Pittsburgh
15-03-2020,1.257015921,2082955.19,786300.26,412369.11,3162.28,576090.73,conventional,Plains
15-03-2020,1.853562847,52701.72,6820.27,8749.77,48.34,30495.59,organic,Plains
15-03-2020,1.424522974,667712.4,115721.7,49302.93,2825.69,109783.96,conventional,Portland
15-03-2020,2.133379983,41060.13,169.48,5624.9,1.35,4241.98,organic,Portland
15-03-2020,1.637683666,87073.09,3998.04,61318.01,33.12,13648.32,conventional,Providence
15-03-2020,2.077955498,4179.74,3.92,11.75,0,4164.08,organic,Providence
15-03-2020,1.175599025,486898.93,221536.83,70862.7,1528.24,144322.9,conventional,RaleighGreensboro
15-03-2020,1.524222478,29154.24,878.83,3498.58,80.73,9451.8,organic,RaleighGreensboro
15-03-2020,0.946236202,402825.78,137392.68,71359.02,593.53,99923.26,conventional,RichmondNorfolk
15-03-2020,1.362759916,22028.12,24.09,1761.81,7.71,11380.36,organic,RichmondNorfolk
15-03-2020,0.962990334,218368.92,80066.66,23107.31,58.5,46368.69,conventional,Roanoke
15-03-2020,1.592780347,9259.32,44.4,1113.49,0,4662.28,organic,Roanoke
15-03-2020,1.58284848,524600.4,157007.55,190753.6,1460.75,81409.2,conventional,Sacramento
15-03-2020,1.988103979,20406.48,4346.9,4510.91,1.25,9465.28,organic,Sacramento
15-03-2020,1.25753214,597422.72,101780.34,25084,7923.18,226256.69,conventional,SanDiego
15-03-2020,2.300865013,32202.75,1064.89,1103.09,1.44,5655.08,organic,SanDiego
15-03-2020,1.726315867,956667.99,230591.92,233687.47,3292.45,129022.93,conventional,SanFrancisco
15-03-2020,2.177562043,77276.87,9522.72,10875,12.1,40148.07,organic,SanFrancisco
15-03-2020,1.856301022,531647.74,79141.27,59274.11,339.1,69300.14,conventional,Seattle
15-03-2020,1.997239501,94398.78,399.9,13889.4,14.68,9531.15,organic,Seattle
15-03-2020,1.131655754,540479.09,247025.03,44768.94,617.8,108939.67,conventional,SouthCarolina
15-03-2020,1.59485651,24285.76,432.95,3305.58,27.04,14766.95,organic,SouthCarolina
15-03-2020,0.915913476,7185793.45,3836269.33,668851.46,35707.27,1334297.63,conventional,SouthCentral
15-03-2020,1.549466602,139285.03,17046.65,1489.28,2675.76,83586.64,organic,SouthCentral
15-03-2020,1.075718642,5660063.73,2559601.99,215127.14,2137.51,1169418.64,conventional,Southeast
15-03-2020,1.471948996,224501.87,2464.02,10520.86,28.4,179690.64,organic,Southeast
15-03-2020,1.488600418,76946.29,20318.59,7493.86,86.19,12745.42,conventional,Spokane
15-03-2020,2.201143103,3717.07,57.54,513.69,0,916.76,organic,Spokane
15-03-2020,1.350080071,209102.56,87387.4,11102.53,364.77,65521.1,conventional,StLouis
15-03-2020,2.362164404,9345.99,1622.74,2157.67,13.16,2579.72,organic,StLouis
15-03-2020,1.295153269,94816.6,7107.49,37774.66,723.89,44170.56,conventional,Syracuse
15-03-2020,1.914192901,4238.3,122.82,101.36,0,3890.37,organic,Syracuse
15-03-2020,1.047915223,622283.19,250545.07,18902.47,398.59,139920.21,conventional,Tampa
15-03-2020,1.263799648,23236.66,132.07,0,0,22964.14,organic,Tampa
15-03-2020,1.138739883,149697.43,38121.52,15405.19,6075.99,26455.03,conventional,Toledo
15-03-2020,1.776283558,4478.27,61.81,474.78,0,1935.91,organic,Toledo
15-03-2020,1.21653665,43166013.53,13732721,7324307.07,372057.49,9572049.72,conventional,TotalUS
15-03-2020,1.809204153,1787811.39,106377.28,160142.97,4366.23,883076.51,organic,TotalUS
15-03-2020,1.17554922,7642615.04,1860815.2,788033.38,31767.06,1224601.8,conventional,West
15-03-2020,1.839608768,326921.33,13140.8,30510.69,1353.24,71034.29,organic,West
15-03-2020,0.996465254,990151.64,432986.88,98136.88,27281.04,239471.88,conventional,WestTexNewMexico
15-03-2020,1.467263086,28640.72,775.21,606.26,2717.79,19557.96,organic,WestTexNewMexico
15-03-2020,0.999093741,115723.81,36007.15,3332.78,14.16,31281.29,conventional,Wichita
15-03-2020,2.015223766,2327.9,3.27,457.39,1.09,924.66,organic,Wichita
22-03-2020,1.345303891,163295.93,12378.23,113326.8,192.78,27089.14,conventional,Albany
22-03-2020,1.753616648,3012.08,64.6,318.5,0,2467.6,organic,Albany
22-03-2020,1.080955168,801556.33,358846.63,28282.2,73.17,128678.56,conventional,Atlanta
22-03-2020,1.941518397,29420.43,219.46,3130,0,10629.92,organic,Atlanta
22-03-2020,1.528051737,1102633.27,219240.96,404292.64,1233.87,386717.46,conventional,BaltimoreWashington
22-03-2020,1.525782659,71123.21,355.86,4324.94,23.89,63439.21,organic,BaltimoreWashington
22-03-2020,1.020987519,340383.72,208965.74,7043.37,129.67,55783.82,conventional,BirminghamMontgomery
22-03-2020,1.490248311,10250.48,244.78,179.47,0,9290.04,organic,BirminghamMontgomery
22-03-2020,1.23953294,131759.65,39104.14,6931.28,1158.18,17858.87,conventional,Boise
22-03-2020,1.976937515,4152.49,0,542.49,0,1005.51,organic,Boise
22-03-2020,1.623570007,710127.54,26714.08,454904.43,477.08,145825.8,conventional,Boston
22-03-2020,2.075021439,30020.38,170.12,1160.08,0,27752.63,organic,Boston
22-03-2020,1.297148391,180890.83,14137.53,50013.25,2139.76,109911.17,conventional,BuffaloRochester
22-03-2020,1.980318932,8276.88,750.31,154.2,0,7372.37,organic,BuffaloRochester
22-03-2020,1.471249699,5371870.94,1712024.24,651367.92,105406.28,976416.29,conventional,California
22-03-2020,2.096198799,251624.35,16974.44,23717.29,11.55,86348.36,organic,California
22-03-2020,1.309293846,345734.06,148978.36,52865.2,1598.09,102029.17,conventional,Charlotte
22-03-2020,1.56692029,19132.25,149.37,3949.1,53.49,12693.58,organic,Charlotte
22-03-2020,1.658495545,784957.2,123745.57,192785.27,29233.78,132370.78,conventional,Chicago
22-03-2020,2.135566301,39546.79,555.36,3566.43,0,11376.49,organic,Chicago
22-03-2020,1.172410149,328154.32,74918.86,13362.02,7041.65,30540.45,conventional,CincinnatiDayton
22-03-2020,1.785609454,16962.49,129.84,2238.11,0,2531.33,organic,CincinnatiDayton
22-03-2020,1.114741644,270886.75,68763.87,11458.59,1682.52,35587.54,conventional,Columbus
22-03-2020,1.639876096,11559.4,603.47,974.73,0,3410.13,organic,Columbus
22-03-2020,0.937929376,1848114.96,845341.31,187746.14,5538.38,369887.74,conventional,DallasFtWorth
22-03-2020,1.53908303,42014.01,4341.34,47.61,279.51,22943.06,organic,DallasFtWorth
22-03-2020,1.260470072,1101811.65,233947.01,101496.08,3252.49,186948.4,conventional,Denver
22-03-2020,1.572090974,20826.63,2947.54,783.23,180.27,8760.41,organic,Denver
22-03-2020,1.204347072,506396.76,135146.53,38110.51,33410.62,69406.14,conventional,Detroit
22-03-2020,1.594824148,19395.39,404.73,2010.88,0,8730.09,organic,Detroit
22-03-2020,1.626962626,182738.23,43542.14,51875.44,35335.58,33997.98,conventional,GrandRapids
22-03-2020,1.129087543,12626.13,15.91,1701.21,0,10863.5,organic,GrandRapids
22-03-2020,1.288235117,4185317.47,995543.07,671069.44,177498.63,682241.98,conventional,GreatLakes
22-03-2020,1.76645505,171038.14,5390.55,17430.28,5.4,72193.43,organic,GreatLakes
22-03-2020,1.233374251,375918.22,114063.83,139315.43,237.89,107605.75,conventional,HarrisburgScranton
22-03-2020,1.66612637,14811.23,772.57,500.5,0,13507.96,organic,HarrisburgScranton
22-03-2020,1.596395167,369523.65,12240.75,279050.41,310.74,65965.78,conventional,HartfordSpringfield
22-03-2020,2.102609611,16202.02,509.63,4391.83,1.12,11198.25,organic,HartfordSpringfield
22-03-2020,0.87584168,1396855.51,716870.13,183160.8,1313.26,162659.51,conventional,Houston
22-03-2020,1.615569771,22323.44,11488.6,37.53,0,2081.23,organic,Houston
22-03-2020,1.114257218,308006.88,90243.53,29241.4,3745.32,43207.37,conventional,Indianapolis
22-03-2020,1.744237706,8707.13,291.11,935.67,0,3142.73,organic,Indianapolis
22-03-2020,1.101416647,249611.9,102781.19,7473.72,211.06,50473.41,conventional,Jacksonville
22-03-2020,1.464084513,9081.25,111.69,304.86,0,8626.16,organic,Jacksonville
22-03-2020,1.092866303,387319.56,77804.92,40354.15,65.95,60150.59,conventional,LasVegas
22-03-2020,1.617556928,11653.54,685.24,403.62,0,2988.56,organic,LasVegas
22-03-2020,1.388276152,2522793.67,855138.58,73471.49,76693.95,476065.74,conventional,LosAngeles
22-03-2020,2.147055049,102501.4,6066.5,2239.99,11.02,14871.41,organic,LosAngeles
22-03-2020,1.10817657,143835.99,37817.29,9295.32,109.81,28301.63,conventional,Louisville
22-03-2020,2.033020303,3594.36,0,524.83,0,735.47,organic,Louisville
22-03-2020,1.118974895,1115866.3,496180.88,36415.4,599.05,209598.08,conventional,Miami
22-03-2020,1.485552352,37631.42,298.45,25.75,0,34990.43,organic,Miami
22-03-2020,1.235674165,4253393.86,1415626.06,830951.92,6984.75,1127857.89,conventional,Midsouth
22-03-2020,1.601187457,221042.76,2461.86,24831.47,261.15,131885.28,organic,Midsouth
22-03-2020,1.026100235,323396.39,124810.58,7302.9,28.96,58486.85,conventional,Nashville
22-03-2020,1.99497423,11183.36,30.42,1172.33,0,3611.27,organic,Nashville
22-03-2020,1.675479991,1784998.41,80368.79,998339.77,886.09,622846.7,conventional,NewYork
22-03-2020,1.944275056,96282.06,11879.01,12968.27,0,64995.48,organic,NewYork
